timestamp,branch_uid,from_bus,to_bus,flow_mw,continuous_rating_mw,loading_fraction
2020-01-01T00:00:00+00:00,A1,101,102,54.106804248,175,0.309181739
2020-01-01T00:00:00+00:00,A10,106,110,-4.809837972,175,0.027484788
2020-01-01T00:00:00+00:00,A11,107,108,-79.200163563,175,0.452572363
2020-01-01T00:00:00+00:00,A12-1,108,109,-74.000611045,175,0.422860635
2020-01-01T00:00:00+00:00,A13-2,108,110,-64.30074005,175,0.3674328
2020-01-01T00:00:00+00:00,A14,109,111,-39.409974732,400,0.098524937
2020-01-01T00:00:00+00:00,A15,109,112,-21.202895101,400,0.053007238
2020-01-01T00:00:00+00:00,A16,110,111,-58.764130049,400,0.146910325
2020-01-01T00:00:00+00:00,A17,110,112,-40.287980275,400,0.100719951
2020-01-01T00:00:00+00:00,A18,111,113,43.89598751,500,0.087791975
2020-01-01T00:00:00+00:00,A19,111,114,-142.070092291,500,0.284140185
2020-01-01T00:00:00+00:00,A2,101,103,-1.42751836,175,0.008157248
2020-01-01T00:00:00+00:00,A20,112,113,11.077726474,500,0.022155453
2020-01-01T00:00:00+00:00,A21,112,123,-72.56860185,500,0.145137204
2020-01-01T00:00:00+00:00,A22,113,123,-87.021669542,500,0.174043339
2020-01-01T00:00:00+00:00,A23,114,116,-209.120562357,500,0.418241125
2020-01-01T00:00:00+00:00,A24,115,116,156.921323591,500,0.313842647
2020-01-01T00:00:00+00:00,A25-1,115,121,-164.591440044,500,0.32918288
2020-01-01T00:00:00+00:00,A25-2,115,121,-164.591440044,500,0.32918288
2020-01-01T00:00:00+00:00,A26,115,124,124.699705926,500,0.249399412
2020-01-01T00:00:00+00:00,A27,116,117,-307.485278632,500,0.614970557
2020-01-01T00:00:00+00:00,A28,116,119,282.723941894,500,0.565447884
2020-01-01T00:00:00+00:00,A29,117,118,-45.99379991,500,0.0919876
2020-01-01T00:00:00+00:00,A3,101,105,61.993648302,175,0.354249419
2020-01-01T00:00:00+00:00,A30,117,122,-261.491478721,500,0.522982957
2020-01-01T00:00:00+00:00,A31-1,118,121,-80.542793078,500,0.161085586
2020-01-01T00:00:00+00:00,A31-2,118,121,-80.542793078,500,0.161085586
2020-01-01T00:00:00+00:00,A32-1,119,120,110.083272282,500,0.220166545
2020-01-01T00:00:00+00:00,A32-2,119,120,110.083272282,500,0.220166545
2020-01-01T00:00:00+00:00,A33-1,120,123,87.96352958,500,0.175927059
2020-01-01T00:00:00+00:00,A33-2,120,123,87.96352958,500,0.175927059
2020-01-01T00:00:00+00:00,A34,121,122,-363.508521279,500,0.727017043
2020-01-01T00:00:00+00:00,A4,102,104,38.386953945,175,0.219354023
2020-01-01T00:00:00+00:00,A5,102,106,42.19461527,175,0.241112087
2020-01-01T00:00:00+00:00,A6,103,109,61.060411217,175,0.348916636
2020-01-01T00:00:00+00:00,A7,103,124,-124.699705926,400,0.311749265
2020-01-01T00:00:00+00:00,A8,104,109,12.811001446,175,0.073205723
2020-01-01T00:00:00+00:00,A9,105,110,37.454558742,175,0.21402605
2020-01-01T00:00:00+00:00,AB1,107,203,35.997541098,175,0.205700235
2020-01-01T00:00:00+00:00,AB2,113,215,150.4058239,500,0.300811648
2020-01-01T00:00:00+00:00,AB3,123,217,218.336787768,500,0.436673576
2020-01-01T00:00:00+00:00,B1,201,202,2.331333827,175,0.013321908
2020-01-01T00:00:00+00:00,B10,206,210,-35.845662978,175,0.20483236
2020-01-01T00:00:00+00:00,B11,207,208,-48.362978114,175,0.276359875
2020-01-01T00:00:00+00:00,B12-1,208,209,-63.797917861,175,0.364559531
2020-01-01T00:00:00+00:00,B13-2,208,210,-50.725614313,175,0.289860653
2020-01-01T00:00:00+00:00,B14,209,211,-49.783649644,400,0.124459124
2020-01-01T00:00:00+00:00,B15,209,212,-67.239987496,400,0.168099969
2020-01-01T00:00:00+00:00,B16,210,211,-75.817633737,400,0.189544084
2020-01-01T00:00:00+00:00,B17,210,212,-93.531947026,400,0.233829868
2020-01-01T00:00:00+00:00,B18,211,213,-43.807841155,500,0.087615682
2020-01-01T00:00:00+00:00,B19,211,214,-81.793442225,500,0.163586884
2020-01-01T00:00:00+00:00,B2,201,203,-24.955060873,175,0.142600348
