timestamp,state_id,kind,element_uid,response_mode,branch_rating,total_generation_mw,maximum_branch_loading_fraction,maximum_branch_rating_violation_mw,outaged_element_output_mw
2020-01-01T00:00:00+00:00,normal,normal,,base,continuous,3510.436050867,0.979163867,0,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3510.436050867,0.774661161,0,0
2020-01-01T00:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3510.436050867,0.949207887,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3510.436050867,0.777312829,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3510.436050867,0.778699495,0,0
2020-01-01T00:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3510.436050867,0.782551192,0,0
2020-01-01T00:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3510.436050867,0.777980396,0,0
2020-01-01T00:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3510.436050867,0.953381024,0,0
2020-01-01T00:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3510.436050867,0.713095723,0,0
2020-01-01T00:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3510.436050867,0.920951858,0,0
2020-01-01T00:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3510.436050867,1,0,0
