timestamp,state_id,generator_uid,generation_mw
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_CT_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_CT_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_PV_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_PV_3,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_PV_4,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_STEAM_3,76
2020-01-01T00:00:00+00:00,branch_A11_immediate,101_STEAM_4,76
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_CT_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_CT_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_PV_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_STEAM_3,30
2020-01-01T00:00:00+00:00,branch_A11_immediate,102_STEAM_4,30
2020-01-01T00:00:00+00:00,branch_A11_immediate,103_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,104_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,107_CC_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,113_CT_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,113_CT_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,113_CT_3,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,113_CT_4,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,113_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,114_SYNC_COND_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,115_STEAM_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,115_STEAM_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,115_STEAM_3,62
2020-01-01T00:00:00+00:00,branch_A11_immediate,116_STEAM_1,62
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_CC_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_10,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_2,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_3,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_4,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_5,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_6,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_7,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_8,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,118_RTPV_9,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,119_PV_1,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,121_NUCLEAR_1,400
2020-01-01T00:00:00+00:00,branch_A11_immediate,122_HYDRO_1,4.2
2020-01-01T00:00:00+00:00,branch_A11_immediate,122_HYDRO_2,4.2
2020-01-01T00:00:00+00:00,branch_A11_immediate,122_HYDRO_3,4.2
