run_id,hour_index,timestamp,branch_row,branch_uid,from_bus,to_bus,online,rate_a_mva,tap_ratio_source_value,phase_shift_degree,angle_difference_degree,angle_lower_violation_degree,angle_upper_violation_degree,returned_pf_mw,returned_qf_mvar,returned_pt_mw,returned_qt_mvar,reconstructed_pf_mw,reconstructed_qf_mvar,reconstructed_pt_mw,reconstructed_qt_mvar,from_mva,to_mva,loading_fraction,returned_reconstructed_from_mismatch_mva,returned_reconstructed_to_mismatch_mva
original_source,0,2020-01-01T00:00:00+00:00,0,A1,101,102,true,175,0,0,0.21662995640901617,0,0,27.712894987819755,-24.744749941219897,-27.690590023742658,-22.789787389444417,27.712894987819755,-24.744749941219897,-27.690590023742658,-22.789787389444417,37.15248576151302,35.862838497797078,0.21229991863721726,0,0
original_source,0,2020-01-01T00:00:00+00:00,1,A2,101,103,true,175,0,0,-0.9550388691759959,0,0,-8.8948781468437339,-5.4224957556756932,8.9402188117123931,-0.35654718274217173,-8.8948781468437321,-5.4224957556756399,8.9402188117124037,-0.35654718274218139,10.417404545639883,8.9473257621938487,0.059528025975085046,5.3320302910022244e-14,1.4383709477942552e-14
original_source,0,2020-01-01T00:00:00+00:00,2,A3,101,105,true,175,0,0,2.7467868276836533,0,0,52.184833230209129,-27.43641272852523,-51.458889556623276,27.83499563777913,52.184833230209165,-27.436412728525173,-51.458889556623319,27.834995637779048,58.95772691237952,58.50473738558216,0.33690129664216867,6.7032467626806658e-14,9.2165363490954976e-14
original_source,0,2020-01-01T00:00:00+00:00,3,A4,102,104,true,175,0,0,2.4421065409499443,0,0,32.782394093612027,-8.8153237541028773,-32.423043962991123,6.6902776723913604,32.782394093612012,-8.8153237541028222,-32.423043962991102,6.6902776723913178,33.946948248679696,33.106096042266167,0.19398256142102682,5.6871167663466769e-14,4.7664655742347644e-14
original_source,0,2020-01-01T00:00:00+00:00,4,A5,102,106,true,175,0,0,4.4581659362629242,0,0,37.055096801601465,-25.307305337918432,-36.142494884392278,23.293565294456258,37.055096801601465,-25.307305337918336,-36.142494884392292,23.293565294456176,44.872484914953006,42.998489747843657,0.25641419951401717,9.5923269327613525e-14,8.2938935931968787e-14
original_source,0,2020-01-01T00:00:00+00:00,5,A6,103,109,true,175,0,0,4.1613129773581772,0,0,61.215252799323792,-12.918209228966878,-60.076757471215821,13.922612152821586,61.215252799323743,-12.918209228966946,-60.076757471215778,13.922612152821657,62.56346621606319,61.668921811664418,0.35750552123464679,8.384705353994054e-14,8.2862810228978388e-14
original_source,0,2020-01-01T00:00:00+00:00,6,A7,103,124,true,400,1.0149999999999999,0,-6.1856497696906692,0,0,-132.36724796050987,0.48678016209451042,132.70954428498072,13.889665465681123,-132.3672479605099,0.4867801620945113,132.70954428498075,13.889665465681125,132.36814302378548,133.43442565948189,0.33358606414870473,2.8435583831733384e-14,2.8477166477147972e-14
original_source,0,2020-01-01T00:00:00+00:00,7,A8,104,109,true,175,0,0,0.54753761082322061,0,0,6.8470914637631424,-11.874592368180583,-6.8063113780035867,9.119847876015676,6.8470914637631424,-11.874592368180583,-6.8063113780035867,9.119847876015676,13.707246456658996,11.379696826190438,0.078327122609479979,0,0
original_source,0,2020-01-01T00:00:00+00:00,8,A9,105,110,true,175,0,0,1.6399269759579731,0,0,26.91979999655317,-32.673689353848999,-26.547968025072628,31.503420726216302,26.91979999655317,-32.673689353848999,-26.547968025072628,31.503420726216302,42.334921847645468,41.197816977520468,0.24191383912940267,0,0
original_source,0,2020-01-01T00:00:00+00:00,9,A10,106,110,true,175,0,0,-0.28808208903031396,0,0,-10.861958357432313,-141.93883521470761,10.88526285550943,-127.48801283275229,-10.861958357432362,-141.93883521470778,10.885262855509428,-127.48801283275236,142.35383760709286,127.95187518546794,0.81345050061195923,1.7763568394002505e-13,7.1076474568139355e-14
