candidate_id,hour_index,timestamp,generator_uid,commitment,startup,shutdown
candidate_00,0,2020-01-01T00:00:00+00:00,101_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_CT_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_2,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_STEAM_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,101_STEAM_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_CT_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_PV_2,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_STEAM_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,102_STEAM_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,103_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,104_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,107_CC_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_3,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_4,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,113_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,114_SYNC_COND_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,116_STEAM_1,false,false,true
candidate_00,0,2020-01-01T00:00:00+00:00,118_CC_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_10,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_2,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_5,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_6,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_7,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_8,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_9,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,119_PV_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,121_NUCLEAR_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_2,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_5,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_6,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,122_WIND_1,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_4,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_5,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,123_STEAM_2,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,123_STEAM_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,201_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,201_CT_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,201_HYDRO_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,201_STEAM_3,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,202_CT_1,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,202_CT_2,false,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,202_STEAM_3,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,202_STEAM_4,true,false,false
candidate_00,0,2020-01-01T00:00:00+00:00,207_CT_1,false,false,false
