candidate_id,hour_index,timestamp,generator_uid,reserve_up_mw
candidate_00,0,2020-01-01T00:00:00+00:00,101_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_PV_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_STEAM_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,101_STEAM_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,102_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,102_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,102_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,102_PV_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,102_STEAM_3,9.5510000000000002
candidate_00,0,2020-01-01T00:00:00+00:00,102_STEAM_4,20
candidate_00,0,2020-01-01T00:00:00+00:00,103_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,104_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,107_CC_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,113_CT_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,113_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,114_SYNC_COND_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,115_STEAM_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,116_STEAM_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_CC_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_10,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_5,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_6,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_7,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_8,0
candidate_00,0,2020-01-01T00:00:00+00:00,118_RTPV_9,0
candidate_00,0,2020-01-01T00:00:00+00:00,119_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,121_NUCLEAR_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_5,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_HYDRO_6,0
candidate_00,0,2020-01-01T00:00:00+00:00,122_WIND_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,123_CT_5,0
candidate_00,0,2020-01-01T00:00:00+00:00,123_STEAM_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,123_STEAM_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,201_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,201_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,201_HYDRO_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,201_STEAM_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,202_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,202_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,202_STEAM_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,202_STEAM_4,3.0800000000000001
candidate_00,0,2020-01-01T00:00:00+00:00,207_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,207_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,212_CSP_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,213_CC_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,213_CT_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,213_CT_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,213_RTPV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,214_SYNC_COND_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_CT_4,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_CT_5,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_HYDRO_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_HYDRO_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_HYDRO_3,0
candidate_00,0,2020-01-01T00:00:00+00:00,215_PV_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,216_STEAM_1,30
candidate_00,0,2020-01-01T00:00:00+00:00,218_CC_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,221_CC_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,222_HYDRO_1,0
candidate_00,0,2020-01-01T00:00:00+00:00,222_HYDRO_2,0
candidate_00,0,2020-01-01T00:00:00+00:00,222_HYDRO_3,0
