candidate_id,hour_index,timestamp,branch_uid,flow_mw
candidate_00,0,2020-01-01T00:00:00+00:00,A1,29.52081394
candidate_00,0,2020-01-01T00:00:00+00:00,A10,-15.512587249999999
candidate_00,0,2020-01-01T00:00:00+00:00,A11,-74.669837901999998
candidate_00,0,2020-01-01T00:00:00+00:00,A12-1,-73.248275821999997
candidate_00,0,2020-01-01T00:00:00+00:00,A13-2,-60.522749611999998
candidate_00,0,2020-01-01T00:00:00+00:00,A14,-46.143374471000001
candidate_00,0,2020-01-01T00:00:00+00:00,A15,-27.137812867000001
candidate_00,0,2020-01-01T00:00:00+00:00,A16,-71.452458174
candidate_00,0,2020-01-01T00:00:00+00:00,A17,-52.166026201999998
candidate_00,0,2020-01-01T00:00:00+00:00,A18,36.442127827999997
candidate_00,0,2020-01-01T00:00:00+00:00,A19,-154.037960473
candidate_00,0,2020-01-01T00:00:00+00:00,A2,-18.518895375
candidate_00,0,2020-01-01T00:00:00+00:00,A20,2.184603037
candidate_00,0,2020-01-01T00:00:00+00:00,A21,-81.488442106999997
candidate_00,0,2020-01-01T00:00:00+00:00,A22,-92.060227932999993
candidate_00,0,2020-01-01T00:00:00+00:00,A23,-221.088430539
candidate_00,0,2020-01-01T00:00:00+00:00,A24,196.51996217000001
candidate_00,0,2020-01-01T00:00:00+00:00,A25-1,-193.16774199299999
candidate_00,0,2020-01-01T00:00:00+00:00,A25-2,-193.16774199299999
candidate_00,0,2020-01-01T00:00:00+00:00,A26,142.253671244
candidate_00,0,2020-01-01T00:00:00+00:00,A27,-349.49552382100001
candidate_00,0,2020-01-01T00:00:00+00:00,A28,290.36495747999999
candidate_00,0,2020-01-01T00:00:00+00:00,A29,-82.332661998999995
candidate_00,0,2020-01-01T00:00:00+00:00,A3,44.352033091000003
candidate_00,0,2020-01-01T00:00:00+00:00,A30,-267.16286182200002
candidate_00,0,2020-01-01T00:00:00+00:00,A31-1,-98.712224122999999
candidate_00,0,2020-01-01T00:00:00+00:00,A31-2,-98.712224122999999
candidate_00,0,2020-01-01T00:00:00+00:00,A32-1,113.903780075
candidate_00,0,2020-01-01T00:00:00+00:00,A32-2,113.903780075
candidate_00,0,2020-01-01T00:00:00+00:00,A33-1,91.784037373000004
candidate_00,0,2020-01-01T00:00:00+00:00,A33-2,91.784037373000004
candidate_00,0,2020-01-01T00:00:00+00:00,A34,-357.83713817799998
candidate_00,0,2020-01-01T00:00:00+00:00,A4,24.503712915000001
candidate_00,0,2020-01-01T00:00:00+00:00,A5,31.491865992000001
candidate_00,0,2020-01-01T00:00:00+00:00,A6,61.522999519000003
candidate_00,0,2020-01-01T00:00:00+00:00,A7,-142.253671244
candidate_00,0,2020-01-01T00:00:00+00:00,A8,-1.0722395840000001
candidate_00,0,2020-01-01T00:00:00+00:00,A9,19.812943529999998
candidate_00,0,2020-01-01T00:00:00+00:00,AB1,31.467215437
candidate_00,0,2020-01-01T00:00:00+00:00,AB2,139.09739917300001
candidate_00,0,2020-01-01T00:00:00+00:00,AB3,212.01940470700001
candidate_00,0,2020-01-01T00:00:00+00:00,B1,-11.424416467
candidate_00,0,2020-01-01T00:00:00+00:00,B10,-42.169946658000001
candidate_00,0,2020-01-01T00:00:00+00:00,B11,-48.362978114000001
candidate_00,0,2020-01-01T00:00:00+00:00,B12-1,-64.151327003999995
candidate_00,0,2020-01-01T00:00:00+00:00,B13-2,-50.372205170000001
candidate_00,0,2020-01-01T00:00:00+00:00,B14,-54.244313728999998
candidate_00,0,2020-01-01T00:00:00+00:00,B15,-76.178421864000001
candidate_00,0,2020-01-01T00:00:00+00:00,B16,-81.712093906000007
candidate_00,0,2020-01-01T00:00:00+00:00,B17,-103.97035142199999
candidate_00,0,2020-01-01T00:00:00+00:00,B18,-55.569807728999997
candidate_00,0,2020-01-01T00:00:00+00:00,B19,-80.386599906000001
candidate_00,0,2020-01-01T00:00:00+00:00,B2,-30.837320549000001
candidate_00,0,2020-01-01T00:00:00+00:00,B20,-16.033577815000001
candidate_00,0,2020-01-01T00:00:00+00:00,B21,-164.11519547200001
candidate_00,0,2020-01-01T00:00:00+00:00,B22,-174.13289914500001
candidate_00,0,2020-01-01T00:00:00+00:00,B23,-155.44594193899999
candidate_00,0,2020-01-01T00:00:00+00:00,B24,-12.700407416999999
candidate_00,0,2020-01-01T00:00:00+00:00,B25-1,-20.717102166
candidate_00,0,2020-01-01T00:00:00+00:00,B25-2,-20.717102166
candidate_00,0,2020-01-01T00:00:00+00:00,B26,98.483498424000004
candidate_00,0,2020-01-01T00:00:00+00:00,B27,-97.546226680000004
candidate_00,0,2020-01-01T00:00:00+00:00,B28,-47.290505168000003
candidate_00,0,2020-01-01T00:00:00+00:00,B29,126.36583228400001
candidate_00,0,2020-01-01T00:00:00+00:00,B3,9.7761239260000004
candidate_00,0,2020-01-01T00:00:00+00:00,B30,-11.892654256
candidate_00,0,2020-01-01T00:00:00+00:00,B31-1,-1.236570706
candidate_00,0,2020-01-01T00:00:00+00:00,B31-2,-1.236570706
candidate_00,0,2020-01-01T00:00:00+00:00,B32-1,-58.660048738
candidate_00,0,2020-01-01T00:00:00+00:00,B32-2,-58.660048738
candidate_00,0,2020-01-01T00:00:00+00:00,B33-1,-83.421893533000002
candidate_00,0,2020-01-01T00:00:00+00:00,B33-2,-83.421893533000002
candidate_00,0,2020-01-01T00:00:00+00:00,B34,-43.907345743999997
candidate_00,0,2020-01-01T00:00:00+00:00,B4,0.59693898599999995
candidate_00,0,2020-01-01T00:00:00+00:00,B5,10.44897353
candidate_00,0,2020-01-01T00:00:00+00:00,B6,29.470704827999999
candidate_00,0,2020-01-01T00:00:00+00:00,B7,-98.483498424000004
candidate_00,0,2020-01-01T00:00:00+00:00,B8,-28.033944057999999
candidate_00,0,2020-01-01T00:00:00+00:00,B9,-17.694047643000001
candidate_00,0,2020-01-01T00:00:00+00:00,C1,47.402206249999999
candidate_00,0,2020-01-01T00:00:00+00:00,C10,-35.613226372
candidate_00,0,2020-01-01T00:00:00+00:00,C11,-54.808604868000003
candidate_00,0,2020-01-01T00:00:00+00:00,C12-1,-95.913847613000002
candidate_00,0,2020-01-01T00:00:00+00:00,C13-2,-33.872928715
candidate_00,0,2020-01-01T00:00:00+00:00,C14,46.139228932000002
candidate_00,0,2020-01-01T00:00:00+00:00,C15,40.364482547000001
candidate_00,0,2020-01-01T00:00:00+00:00,C16,-73.244024525
candidate_00,0,2020-01-01T00:00:00+00:00,C17,-79.104111989000003
