hour_index,timestamp,mode,branch_row,branch_uid,from_bus,to_bus,online,rate_a_mva,tap_ratio_source_value,phase_shift_degree,angle_difference_degree,angle_lower_violation_degree,angle_upper_violation_degree,returned_pf_mw,returned_qf_mvar,returned_pt_mw,returned_qt_mvar,reconstructed_pf_mw,reconstructed_qf_mvar,reconstructed_pt_mw,reconstructed_qt_mvar,from_mva,to_mva,loading_fraction,returned_reconstructed_from_mismatch_mva,returned_reconstructed_to_mismatch_mva
0,2020-01-01T00:00:00+00:00,distributed_committable,0,A1,101,102,true,175,0,0,0.21662995104166161,0,0,27.712904385860032,-24.744728983621737,-27.690599411843053,-22.789816352919402,27.712904385860028,-24.744728983621737,-27.690599411842872,-22.789816352919413,37.152478813300057,35.862864152029822,0.21229987893314317,3.5527136788005009e-15,1.8150160165141644e-13
0,2020-01-01T00:00:00+00:00,distributed_committable,1,A2,101,103,true,175,0,0,-0.95504049366219146,0,0,-8.8949035896596751,-5.4225319159888885,8.9402445813221778,-0.35651130253737218,-8.8949035896596751,-5.4225319159888885,8.9402445813221778,-0.35651130253737212,10.417445092212326,8.9473500815994367,0.059528257669784715,0,5.5511151231257827e-17
0,2020-01-01T00:00:00+00:00,distributed_committable,2,A3,101,105,true,175,0,0,2.746785367991726,0,0,52.184823989891662,-27.436356199234059,-51.458881280391196,27.834935083284385,52.184823989891655,-27.436356199234055,-51.458881280391175,27.834935083284382,58.957692427258557,58.504701295879208,0.33690109958433462,7.944109290391274e-15,2.1610313646285627e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,3,A4,102,104,true,175,0,0,2.442104838407376,0,0,32.782383153701808,-8.8152901432411586,-32.423033464715807,6.6902419189377325,32.782383153701801,-8.8152901432411586,-32.423033464715814,6.6902419189376428,33.946928956028358,33.106078535338369,0.19398245117730489,7.1054273576010019e-15,8.9986983459240839e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,4,A5,102,106,true,175,0,0,4.4581637979106707,0,0,37.055089934500764,-25.307268857604541,-36.142489223597636,23.293523668838901,37.055089934500785,-25.307268857604541,-36.142489223597629,23.293523668838901,44.872458669934971,42.998462439820202,0.25641404954248553,2.1316282072803006e-14,7.1054273576010019e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,5,A6,103,109,true,175,0,0,4.1613117296325415,0,0,61.215280334524316,-12.918074710613736,-60.076785295733345,13.922475916769994,61.215280334524337,-12.918074710613737,-60.076785295733345,13.922475916769992,62.563465382469026,61.668918160793787,0.35750551647125156,2.139016888732267e-14,1.7763568394002505e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,6,A7,103,124,true,400,1.0149999999999999,0,-6.1856490996718172,0,0,-132.36730122334782,0.48660976395437139,132.70959770330015,13.88984239404245,-132.36730122334782,0.48660976395437194,132.70959770330015,13.889842394042452,132.36819565973872,133.43449720481996,0.33358624301204992,5.5511151231257827e-16,1.7763568394002505e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,7,A8,104,109,true,175,0,0,0.54753644652131239,0,0,6.8470809659787992,-11.874556614787993,-6.8063011174764085,9.1198110555815841,6.8470809659788223,-11.874556614787995,-6.8063011174764307,9.1198110555815859,13.707210239595611,11.379661180864263,0.078326915654832061,2.3160859559832578e-14,2.2275401441590598e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,8,A9,105,110,true,175,0,0,1.6399258027642283,0,0,26.919791721254054,-32.673628799556923,-26.547960703596218,31.503356451692444,26.919791721254082,-32.673628799556923,-26.547960703596242,31.503356451692447,42.334869850360178,41.197763109689369,0.24191354200205817,2.8421709430404007e-14,2.5121479338940402e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,9,A10,106,110,true,175,0,0,-0.28808257819637806,0,0,-10.861964017751914,-141.93879623527042,10.885268444649238,-127.48805246450108,-10.861964017751914,-141.93879623527042,10.885268444649238,-127.48805246450108,142.35379917318875,127.95191514902562,0.81345028098965,0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,10,A11,107,108,true,175,0,0,-2.6014693047518573,0,0,-71.821370465549521,8.6842284111011452,72.667894661456387,-7.1549022132345623,-71.821370465549521,8.6842284111011434,72.667894661456387,-7.1549022132345632,72.344488930711819,73.019281975444471,0.41725303985968271,1.7763568394002505e-15,8.8817841970012523e-16
0,2020-01-01T00:00:00+00:00,distributed_committable,11,AB1,107,203,true,175,0,0,2.9882460270283762,0,0,28.618747978221148,-17.324752863429048,-28.174958204114585,14.599805704811363,28.618747978221151,-17.324752863429044,-28.174958204114589,14.599805704811363,33.454144700168769,31.732989087412584,0.19116654114382153,5.0242958677880805e-15,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,12,A12-1,108,109,true,175,0,0,-6.5929037993105801,0,0,-69.097046920561439,6.8361769464174316,71.174042198532177,-3.4891773350871582,-69.097046920561425,6.8361769464174307,71.174042198532192,-3.4891773350871591,69.434394995455932,71.259516145944517,0.40719723511968298,1.4238583238573986e-14,1.4238583238573986e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,13,A13-2,108,110,true,175,0,0,-5.4124638645249759,0,0,-62.672035296863548,-11.778008993544116,64.390322941761454,13.628251474593824,-62.672035296863548,-11.778008993544114,64.390322941761454,13.628251474593824,63.76915793785674,65.816737436605749,0.37609564249488997,1.7763568394002505e-15,0
0,2020-01-01T00:00:00+00:00,distributed_committable,14,A14,109,111,true,400,1.03,0,-1.9469743600857319,0,0,-40.658318755611532,-10.53821944229434,40.694001252200337,12.036884299023134,-40.658318755611525,-10.538219442294341,40.694001252200351,12.036884299023132,42.001820830136197,42.436874549643186,0.10609218637410796,7.3241068776355799e-15,1.4321446692197791e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,15,A15,109,112,true,400,1.03,0,-1.1276998023204552,0,0,-24.116308501077139,-21.457245455891414,24.13738462611127,22.342442707325212,-24.116308501077118,-21.457245455891414,24.13738462611127,22.342442707325215,32.280175313549599,32.890699030560945,0.082226747576402359,2.1316282072803006e-14,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,16,A16,110,111,true,400,1.0149999999999999,0,-3.1274142948713362,0,0,-66.547535775178389,40.121510850875744,66.660385082957546,-35.3818399241514,-66.547535775178375,40.121510850875744,66.660385082957546,-35.3818399241514,77.706564399062103,75.468414160007768,0.19426641099765526,1.4210854715202004e-14,0
0,2020-01-01T00:00:00+00:00,distributed_committable,17,A17,110,112,true,400,1.0149999999999999,0,-2.3081397371060595,0,0,-49.576185986997032,28.410094511586419,49.63720393268845,-25.847340792545744,-49.576185986997011,28.410094511586419,49.637203932688429,-25.84734079254574,57.139580740276628,55.963711816687947,0.14284895185069157,2.1316282072803006e-14,2.1610313646285627e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,18,A18,111,113,true,500,0,0,0.93481537603511278,0,0,32.777442490053261,-18.563082438952925,-32.702721813131674,9.0202207845346134,32.77744249005324,-18.563082438952925,-32.702721813131632,9.0202207845346098,37.668936351111768,33.923920719587024,0.075337872702223529,2.1316282072803006e-14,4.2780337774645339e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,19,A19,111,114,true,500,0,0,-3.5113158442430867,0,0,-140.13182705366796,41.908037817088839,141.21094742458126,-41.633450291000038,-140.13182705366802,41.908037817088847,141.21094742458129,-41.633450291000038,146.26418764372116,147.22050079958643,0.29444100159917286,5.7285786768791163e-14,2.8421709430404007e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,20,A20,112,113,true,500,0,0,0.11554081826983609,0,0,5.2368917765836089,2.3920135133965927,-5.2319793796452831,-12.579174799565115,5.2368917765835645,2.3920135133965967,-5.2319793796452609,-12.579174799565118,5.7573226527545325,13.62384846022031,0.027247696920440621,4.4588414373952069e-14,2.2486881514489034e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,21,A21,112,123,true,500,0,0,-4.3536765096324324,0,0,-79.011479622393438,1.112884483897981,79.756779990836975,-15.953201606195663,-79.011479622393452,1.1128844838979819,79.756779990836975,-15.953201606195663,79.019316777572783,81.336637476568328,0.16267327495313666,1.4238583238573986e-14,0
0,2020-01-01T00:00:00+00:00,distributed_committable,22,A22,113,123,true,500,0,0,-4.4692173279022684,0,0,-90.557855044159581,-0.17876662499996213,91.45227520282306,-11.382299706294631,-90.557855044159581,-0.1787666249999624,91.45227520282306,-11.382299706294631,90.558031491995422,92.157882931286991,0.18431576586257398,2.7755575615628914e-16,0
0,2020-01-01T00:00:00+00:00,distributed_committable,23,AB2,113,215,true,500,0,0,5.8422634790411854,0,0,136.90299656218468,-14.925812283405024,-135.05856824550091,12.714483974716028,136.90299656218468,-14.925812283405024,-135.05856824550091,12.71448397471603,137.71423434062652,135.65572217664811,0.27542846868125304,0,1.7763568394002505e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,24,A23,114,116,true,500,0,0,-6.8970515310893932,0,0,-208.26141708348902,-21.061578916660178,210.47028663217634,38.790696644096862,-208.26141708348902,-21.061578916660178,210.47028663217634,38.790696644096862,209.3236918078928,214.01509222754552,0.42803018445509106,0,0
0,2020-01-01T00:00:00+00:00,distributed_committable,25,A24,115,116,true,500,0,0,1.7069100291352512,0,0,192.63713546122102,59.269585224115282,-191.87501072048397,-56.601840256279111,192.63713546122099,59.269585224115289,-191.87501072048397,-56.601840256279111,201.54887668092687,200.04946403173184,0.40309775336185372,2.929642751054232e-14,0
0,2020-01-01T00:00:00+00:00,distributed_committable,26,A25-1,115,121,true,500,0,0,-4.7339636135880996,0,0,-183.21002005446155,-6.301767571588873,185.08853414076555,10.443680851844462,-183.21002005446152,-6.3017675715888757,185.08853414076555,10.443680851844466,183.3183671181983,185.38294403777419,0.37076588807554839,2.8546336281444334e-14,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,27,A25-2,115,121,true,500,0,0,-4.7339636135880996,0,0,-183.21002005446155,-6.301767571588873,185.08853414076555,10.443680851844462,-183.21002005446152,-6.3017675715888757,185.08853414076555,10.443680851844466,183.3183671181983,185.38294403777419,0.37076588807554839,2.8546336281444334e-14,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,28,A26,115,124,true,500,0,0,3.7152909352491044,0,0,133.89920034566074,11.214137923452897,-132.70959762524708,-13.889842407560069,133.89920034566074,11.214137923452896,-132.70959762524708,-13.889842407560069,134.36797513758114,133.43449712859805,0.26873595027516228,1.7763568394002505e-15,0
0,2020-01-01T00:00:00+00:00,distributed_committable,29,A27,116,117,true,500,0,0,-4.6624405687364154,0,0,-327.93302145691825,11.620616022007749,331.02714818264826,9.3963633294130897,-327.93302145691825,11.620616022007745,331.02714818264826,9.3963633294130986,328.13885060838885,331.16048145537428,0.6623209629107486,3.5527136788005009e-15,8.8817841970012523e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,30,A28,116,119,true,500,0,0,3.4876216385360608,0,0,274.77565046421438,-0.72189192327295415,-272.60746612123364,12.258434910448477,274.77565046421438,-0.72189192327295471,-272.60746612123364,12.258434910448475,274.77659874156132,272.88294159124939,0.54955319748312259,5.5511151231257827e-16,1.7763568394002505e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,31,A29,117,118,true,500,0,0,-0.52113350522161284,0,0,-76.138616795088268,-47.115053620604094,76.286542073915797,44.934842006883478,-76.138616795088254,-47.115053620604101,76.286542073916152,44.934842006883557,89.537239432214434,88.536865360023711,0.17907447886442887,1.5888218580782548e-14,3.6376734829474925e-13
0,2020-01-01T00:00:00+00:00,distributed_committable,32,A30,117,122,true,500,0,0,-14.68518097983881,0,0,-254.888531295745,37.718690310934036,263.75966119473622,4.8757681691185271,-254.888531295745,37.718690310934036,263.75966119473617,4.8757681691185084,257.66424467681605,263.80472321169879,0.52760944642339758,0,5.9825261612363473e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,33,A31-1,118,121,true,500,0,0,-1.2572995687653226,0,0,-95.689163941088069,-34.21853431609361,95.970668695870714,30.656739095971364,-95.689163941088253,-34.218534316093653,95.970668695870714,30.656739095971368,101.62344309501692,100.74822530412651,0.20324688619003384,1.8959644967433084e-13,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,34,A31-2,118,121,true,500,0,0,-1.2572995687653226,0,0,-95.689163941088069,-34.21853431609361,95.970668695870714,30.656739095971364,-95.689163941088253,-34.218534316093653,95.970668695870714,30.656739095971368,101.62344309501692,100.74822530412651,0.20324688619003384,1.8959644967433084e-13,3.5527136788005009e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,35,A32-1,119,120,true,500,0,0,2.3600293193002235,0,0,105.02503459818415,-12.523205555876077,-104.48695459858428,8.2771902514671769,105.02503459818416,-12.523205555876078,-104.48695459858429,8.2771902514671769,105.76903407777016,104.8142908183116,0.21153806815554033,1.4321446692197791e-14,1.4210854715202004e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,36,A32-2,119,120,true,500,0,0,2.3600293193002235,0,0,105.02503459818415,-12.523205555876077,-104.48695459858428,8.2771902514671769,105.02503459818416,-12.523205555876078,-104.48695459858429,8.2771902514671769,105.76903407777016,104.8142908183116,0.21153806815554033,1.4321446692197791e-14,1.4210854715202004e-14
0,2020-01-01T00:00:00+00:00,distributed_committable,37,A33-1,120,123,true,500,0,0,1.0263144656290402,0,0,82.367212104905406,-12.770262976112706,-82.166285491666031,9.5098522815017539,82.367212104905406,-12.770262976112708,-82.166285491666031,9.5098522815017521,83.351288210882203,82.714785630586931,0.16670257642176439,1.7763568394002505e-15,1.7763568394002505e-15
0,2020-01-01T00:00:00+00:00,distributed_committable,38,A33-2,120,123,true,500,0,0,1.0263144656290402,0,0,82.367212104905406,-12.770262976112706,-82.166285491666031,9.5098522815017539,82.367212104905406,-12.770262976112708,-82.166285491666031,9.5098522815017521,83.351288210882203,82.714785630586931,0.16670257642176439,1.7763568394002505e-15,1.7763568394002505e-15
