hour_index,timestamp,mode,generator_row,generator_uid,bus,online,adjustable_active_power,target_pg_mw,pg_mw,pg_deviation_mw,pmin_mw,pmax_mw,qg_mvar,qmin_mvar,qmax_mvar,source_vg_pu,output_vg_pu,optimized_bus_vm_pu
0,2020-01-01T00:00:00+00:00,distributed_committable,0,101_CT_1,101,false,false,0,0,0,0,0,0,0,10,1.0468,1.0468,1.0168935495790781
0,2020-01-01T00:00:00+00:00,distributed_committable,1,101_CT_2,101,false,false,0,0,0,0,0,0,0,10,1.0468,1.0468,1.0168935495790781
0,2020-01-01T00:00:00+00:00,distributed_committable,2,101_STEAM_3,101,true,true,47.347684137000002,55.172120698089309,7.824436561089307,30,76,-24.999977771893846,-25,30,1.0468,1.0168935495790781,1.0168935495790781
0,2020-01-01T00:00:00+00:00,distributed_committable,3,101_STEAM_4,101,true,true,45.333333328000002,53.157769894283888,7.824436566283886,30,76,-24.999977771893846,-25,30,1.0468,1.0168935495790781,1.0168935495790781
0,2020-01-01T00:00:00+00:00,distributed_committable,4,102_CT_1,102,false,false,0,0,0,0,0,0,0,10,1.0467,1.0467,1.0162084328040175
0,2020-01-01T00:00:00+00:00,distributed_committable,5,102_CT_2,102,false,false,0,0,0,0,0,0,0,10,1.0467,1.0467,1.0162084328040175
0,2020-01-01T00:00:00+00:00,distributed_committable,6,102_STEAM_3,102,true,true,30,37.836054354483608,7.8360543544836077,30,76,-24.999977879451702,-25,30,1.0467,1.0162084328040175,1.0162084328040175
0,2020-01-01T00:00:00+00:00,distributed_committable,7,102_STEAM_4,102,true,true,30,37.836054354483608,7.8360543544836077,30,76,-24.999977879451702,-25,30,1.0467,1.0162084328040175,1.0162084328040175
0,2020-01-01T00:00:00+00:00,distributed_committable,8,107_CC_1,107,false,false,0,0,0,0,0,0,-25,150,1.05,1.05,0.99605203459214187
0,2020-01-01T00:00:00+00:00,distributed_committable,9,113_CT_1,113,false,false,0,0,0,0,0,0,-15,19,1.0347,1.0347,1.0093213042015718
0,2020-01-01T00:00:00+00:00,distributed_committable,10,113_CT_2,113,false,false,0,0,0,0,0,0,-15,19,1.0347,1.0347,1.0093213042015718
0,2020-01-01T00:00:00+00:00,distributed_committable,11,113_CT_3,113,false,false,0,0,0,0,0,0,-15,19,1.0347,1.0347,1.0093213042015718
0,2020-01-01T00:00:00+00:00,distributed_committable,12,113_CT_4,113,false,false,0,0,0,0,0,0,-15,19,1.0347,1.0347,1.0093213042015718
0,2020-01-01T00:00:00+00:00,distributed_committable,13,115_STEAM_1,115,false,false,0,0,0,0,0,0,0,6,1.0427999999999999,1.0427999999999999,1.0354319431508416
0,2020-01-01T00:00:00+00:00,distributed_committable,14,115_STEAM_2,115,false,false,0,0,0,0,0,0,0,6,1.0427999999999999,1.0427999999999999,1.0354319431508416
0,2020-01-01T00:00:00+00:00,distributed_committable,15,115_STEAM_3,115,true,true,62,69.678145620671884,7.6781456206718843,62,155,79.999930785318313,-50,80,1.0427999999999999,1.0354319431508416,1.0354319431508416
0,2020-01-01T00:00:00+00:00,distributed_committable,16,116_STEAM_1,116,false,false,0,0,0,0,0,0,-50,80,1.0461,1.0461,1.0221166959944519
0,2020-01-01T00:00:00+00:00,distributed_committable,17,118_CC_1,118,false,false,0,0,0,0,0,0,-25,150,1.05,1.05,1.0391658223619571
0,2020-01-01T00:00:00+00:00,distributed_committable,18,123_STEAM_2,123,true,true,62,69.966144898393182,7.966144898393182,62,155,-24.255524738663414,-50,80,1.05,1.0144385266466454,1.0144385266466454
0,2020-01-01T00:00:00+00:00,distributed_committable,19,123_STEAM_3,123,true,true,140,147.96614490299385,7.9661449029938467,140,350,3.0107554308144024,-25,150,1.05,1.0144385266466454,1.0144385266466454
0,2020-01-01T00:00:00+00:00,distributed_committable,20,123_CT_1,123,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0144385266466454
0,2020-01-01T00:00:00+00:00,distributed_committable,21,123_CT_4,123,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0144385266466454
0,2020-01-01T00:00:00+00:00,distributed_committable,22,123_CT_5,123,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0144385266466454
0,2020-01-01T00:00:00+00:00,distributed_committable,23,201_CT_1,201,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0194350457432351
0,2020-01-01T00:00:00+00:00,distributed_committable,24,201_CT_2,201,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0194350457432351
0,2020-01-01T00:00:00+00:00,distributed_committable,25,201_STEAM_3,201,false,false,0,0,0,0,0,0,-25,30,1.05,1.05,1.0194350457432351
0,2020-01-01T00:00:00+00:00,distributed_committable,26,202_CT_1,202,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0181436449597259
0,2020-01-01T00:00:00+00:00,distributed_committable,27,202_CT_2,202,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0181436449597259
0,2020-01-01T00:00:00+00:00,distributed_committable,28,202_STEAM_3,202,true,true,30,38.703008632674511,8.7030086326745106,30,76,-24.705750190105679,-25,30,1.05,1.0181436449597259,1.0181436449597259
0,2020-01-01T00:00:00+00:00,distributed_committable,29,202_STEAM_4,202,true,true,30,38.703008632674511,8.7030086326745106,30,76,-24.705750190105679,-25,30,1.05,1.0181436449597259,1.0181436449597259
0,2020-01-01T00:00:00+00:00,distributed_committable,30,207_CT_1,207,false,false,0,0,0,0,0,0,-15,19,0.96989999999999998,0.96989999999999998,0.97698378019938326
0,2020-01-01T00:00:00+00:00,distributed_committable,31,207_CT_2,207,false,false,0,0,0,0,0,0,-15,19,0.96989999999999998,0.96989999999999998,0.97698378019938326
0,2020-01-01T00:00:00+00:00,distributed_committable,32,213_CC_3,213,false,false,0,0,0,0,0,0,-25,150,1.05,1.05,1.0070478571883095
0,2020-01-01T00:00:00+00:00,distributed_committable,33,213_CT_1,213,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0070478571883095
0,2020-01-01T00:00:00+00:00,distributed_committable,34,213_CT_2,213,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0070478571883095
0,2020-01-01T00:00:00+00:00,distributed_committable,35,215_CT_4,215,false,false,0,0,0,0,0,0,-15,19,1.0437000000000001,1.0437000000000001,1.0060939428421842
0,2020-01-01T00:00:00+00:00,distributed_committable,36,215_CT_5,215,false,false,0,0,0,0,0,0,-15,19,1.0437000000000001,1.0437000000000001,1.0060939428421842
0,2020-01-01T00:00:00+00:00,distributed_committable,37,216_STEAM_1,216,true,true,62,70.375401603161464,8.375401603161464,62,155,29.737358574794996,-50,80,1.0472999999999999,1.0106293672557494,1.0106293672557494
0,2020-01-01T00:00:00+00:00,distributed_committable,38,218_CC_1,218,false,false,0,0,0,0,0,0,-25,150,1.05,1.05,1.0062727079936029
0,2020-01-01T00:00:00+00:00,distributed_committable,39,221_CC_1,221,false,false,0,0,0,0,0,0,-25,150,1.05,1.05,1.0085993131136526
0,2020-01-01T00:00:00+00:00,distributed_committable,40,223_STEAM_1,223,true,true,62,70.270174387724154,8.270174387724154,62,155,10.49568991892559,-50,80,1.05,1.0288491849880195,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,41,223_STEAM_2,223,true,true,62,70.270174387724154,8.270174387724154,62,155,10.495689918925583,-50,80,1.05,1.0288491849880195,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,42,223_STEAM_3,223,true,true,140,148.27017439234825,8.2701743923482525,140,350,54.408660343832835,-25,150,1.05,1.0288491849880195,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,43,223_CT_4,223,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,44,223_CT_5,223,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,45,223_CT_6,223,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0288491849880195
0,2020-01-01T00:00:00+00:00,distributed_committable,46,301_CT_1,301,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0333344146524641
0,2020-01-01T00:00:00+00:00,distributed_committable,47,301_CT_2,301,false,false,0,0,0,0,0,0,0,10,1.05,1.05,1.0333344146524641
0,2020-01-01T00:00:00+00:00,distributed_committable,48,301_CT_3,301,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0333344146524641
0,2020-01-01T00:00:00+00:00,distributed_committable,49,301_CT_4,301,false,false,0,0,0,0,0,0,-15,19,1.05,1.05,1.0333344146524641
