model_variant,enforce_joint_budget_in_planning,committed_flexibility_mw,holdout_leaf,probability,grid_need_mw,green_call_mw,feasible,hard_security_failure,solver_unresolved,service_shortfall_failure,grid_curtailment_mw,green_shift_mw,permanent_drop_mw,access_shortfall_mw,scenario_loss,parameter_status,security_certified
correct_shared_budget,True,53.91601359907478,holdout_000,0.016666666666666666,38.910886183883584,14.191583940534994,True,False,False,False,38.910886183883584,14.191583940534994,0.0,0.0,60316.9840035739,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_001,0.016666666666666666,36.90377405697348,15.746496161181474,True,False,False,False,36.90377405697348,15.746496161181474,0.0,0.0,59401.1651831024,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_002,0.016666666666666666,38.76660197700875,17.063294048608732,True,False,False,True,38.76660197700875,15.149411622066033,0.0,1.913882426542699,106996.53576661866,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_003,0.016666666666666666,38.01886748345056,16.348457137268326,True,False,False,True,38.01886748345056,15.897146115624217,0.0,0.4513110216441092,71715.36577059855,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_004,0.016666666666666666,38.72504127225439,20.146364125385105,True,False,False,True,38.72504127225439,15.190972326820393,0.0,4.955391798564712,179982.78612600593,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_005,0.016666666666666666,39.48381319276055,15.676962198640519,True,False,False,True,39.48381319276055,14.43220040631423,0.0,1.2447617923262886,91109.77123720525,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_006,0.016666666666666666,37.20307464233473,11.485505403687222,True,False,False,False,37.20307464233473,11.485505403687222,0.0,0.0,55669.7747583414,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_007,0.016666666666666666,38.489104027343814,12.943224607560271,True,False,False,False,38.489104027343814,12.943224607560271,0.0,0.0,58612.42045607044,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_008,0.016666666666666666,38.15672084948697,12.715927429214144,True,False,False,False,38.15672084948697,12.715927429214144,0.0,0.0,57995.35535142994,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_009,0.016666666666666666,37.84934510176396,12.171431365836963,True,False,False,False,37.84934510176396,12.171431365836963,0.0,0.0,57103.78823332023,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_010,0.016666666666666666,36.86543708021836,14.493173260306126,True,False,False,False,36.86543708021836,14.493173260306126,0.0,0.0,58151.97082615591,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_011,0.016666666666666666,37.88137024861972,15.52141425008558,True,False,False,False,37.88137024861972,15.52141425008558,0.0,0.0,60358.201978425815,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_012,0.016666666666666666,38.57583833318262,12.989843024108758,True,False,False,False,38.57583833318262,12.989843024108758,0.0,0.0,58761.255302963546,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_013,0.016666666666666666,37.03728391030969,13.44711721844589,True,False,False,False,37.03728391030969,13.44711721844589,0.0,0.0,57353.97322207969,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_014,0.016666666666666666,37.03728391030969,15.944305345004643,True,False,False,False,37.03728391030969,15.944305345004643,0.0,0.0,59751.27382357608,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,53.91601359907478,holdout_015,0.016666666666666666,38.16379266209135,13.927610152085675,True,False,False,False,38.16379266209135,13.927610152085675,0.0,0.0,59167.05694051187,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
