timestamp,state_id,kind,element_uid,response_mode,branch_rating,total_generation_mw,maximum_branch_loading_fraction,maximum_branch_rating_violation_mw,outaged_element_output_mw
2020-01-01T00:00:00+00:00,normal,normal,,base,continuous,3337.3318842,0.959680611,0,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3337.3318842,0.759404458,0,0
2020-01-01T00:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3337.3318842,0.76183072,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3337.3318842,0.763200449,0,0
2020-01-01T00:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3337.3318842,0.767410625,0,0
2020-01-01T00:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3337.3318842,0.76262636,0,0
2020-01-01T00:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3337.3318842,0.923188966,0,0
2020-01-01T00:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3337.3318842,0.697761331,0,0
2020-01-01T00:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3337.3318842,0.907081866,0,0
2020-01-01T00:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3337.3318842,0.822471972,0,0
2020-01-01T00:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3337.3318842,0.922764969,0,0
2020-01-01T00:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3337.3318842,1,0,0
2020-01-01T00:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3337.3318842,1,0,0
2020-01-01T01:00:00+00:00,normal,normal,,base,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3261.0458227,0.791736159,0,0
2020-01-01T01:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3261.0458227,0.793938723,0,0
2020-01-01T01:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3261.0458227,0.795276443,0,0
2020-01-01T01:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3261.0458227,0.99827442,0,0
2020-01-01T01:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3261.0458227,0.799442214,0,0
2020-01-01T01:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3261.0458227,0.962551836,0,0
2020-01-01T01:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3261.0458227,0.794764313,0,0
2020-01-01T01:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3261.0458227,0.842789533,0,0
2020-01-01T01:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3261.0458227,0.731968277,0,0
2020-01-01T01:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3261.0458227,0.892992205,0,0
2020-01-01T01:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3261.0458227,0.926411395,0,0
2020-01-01T01:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3261.0458227,0.849997301,0,0
2020-01-01T01:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3261.0458227,1,0,0
2020-01-01T01:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3261.0458227,0.884129964,0,0
2020-01-01T01:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3261.0458227,0.991812614,0,0
2020-01-01T01:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3261.0458227,1,0,0
2020-01-01T02:00:00+00:00,normal,normal,,base,continuous,3247.17265,0.952657701,0,0
2020-01-01T02:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3247.17265,0.754139063,0,0
2020-01-01T02:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3247.17265,0.958312463,0,0
2020-01-01T02:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3247.17265,0.75628017,0,0
2020-01-01T02:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3247.17265,0.757618538,0,0
2020-01-01T02:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3247.17265,0.965395956,0,0
2020-01-01T02:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3247.17265,0.761802177,0,0
2020-01-01T02:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3247.17265,0.757136986,0,0
2020-01-01T02:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3247.17265,0.695400134,0,0
2020-01-01T02:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3247.17265,0.838643354,0,0
2020-01-01T02:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3247.17265,0.92207743,0,0
2020-01-01T02:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3247.17265,0.890817226,0,0
2020-01-01T02:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3247.17265,0.809325817,0,0
2020-01-01T02:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3247.17265,1,0,0
2020-01-01T02:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3247.17265,0.956653223,0,0
2020-01-01T02:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3247.17265,0.869948208,0,0
2020-01-01T02:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3247.17265,1,0,0
2020-01-01T03:00:00+00:00,normal,normal,,base,continuous,3264.598321,0.852386026,0,0
2020-01-01T03:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3264.598321,0.674435162,0,0
2020-01-01T03:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3264.598321,0.96948507,0,0
2020-01-01T03:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3264.598321,0.676511853,0,0
2020-01-01T03:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3264.598321,0.677857536,0,0
2020-01-01T03:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3264.598321,0.969694204,0,0
2020-01-01T03:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3264.598321,0.682076104,0,0
2020-01-01T03:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3264.598321,0.857927905,0,0
2020-01-01T03:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3264.598321,0.677417151,0,0
2020-01-01T03:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3264.598321,0.617132525,0,0
2020-01-01T03:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3264.598321,0.845553367,0,0
2020-01-01T03:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3264.598321,0.817012908,0,0
2020-01-01T03:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3264.598321,1,0,0
2020-01-01T03:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3264.598321,0.727342653,0,0
2020-01-01T03:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3264.598321,0.907364657,0,0
2020-01-01T03:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3264.598321,0.918989021,0,0
2020-01-01T03:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3264.598321,0.972878816,0,0
2020-01-01T03:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3264.598321,1,0,0
2020-01-01T04:00:00+00:00,normal,normal,,base,continuous,3402.858433,0.816460563,0,0
2020-01-01T04:00:00+00:00,branch_A11_immediate,branch,A11,fixed,short_term,3402.858433,0.645600415,0,0
2020-01-01T04:00:00+00:00,branch_A11_sustained,branch,A11,bounded,continuous,3402.858433,0.988558209,0,0
2020-01-01T04:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3402.858433,0.647858008,0,0
2020-01-01T04:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_A34_immediate,branch,A34,fixed,short_term,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_A34_sustained,branch,A34,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_B12-1_immediate,branch,B12-1,fixed,short_term,3402.858433,0.649276977,0,0
2020-01-01T04:00:00+00:00,branch_B12-1_sustained,branch,B12-1,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3402.858433,0.653562132,0,0
2020-01-01T04:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3402.858433,0.975407726,0,0
2020-01-01T04:00:00+00:00,branch_B6_immediate,branch,B6,fixed,short_term,3402.858433,0.648827561,0,0
2020-01-01T04:00:00+00:00,branch_B6_sustained,branch,B6,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_C12-1_immediate,branch,C12-1,fixed,short_term,3402.858433,0.596284797,0,0
2020-01-01T04:00:00+00:00,branch_C12-1_sustained,branch,C12-1,bounded,continuous,3402.858433,0.906584808,0,0
2020-01-01T04:00:00+00:00,branch_C27_immediate,branch,C27,fixed,short_term,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_C27_sustained,branch,C27,bounded,continuous,3402.858433,0.924850188,0,0
2020-01-01T04:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3402.858433,0.791049901,0,0
2020-01-01T04:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3402.858433,0.703936787,0,0
2020-01-01T04:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3402.858433,1,0,0
2020-01-01T04:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3402.858433,0.962522878,0,0
