model_variant,enforce_joint_budget_in_planning,committed_flexibility_mw,holdout_leaf,probability,grid_need_mw,green_call_mw,feasible,hard_security_failure,solver_unresolved,service_shortfall_failure,grid_curtailment_mw,green_shift_mw,permanent_drop_mw,access_shortfall_mw,scenario_loss,parameter_status,security_certified
correct_shared_budget,True,57.32467676604378,holdout_000,0.016666666666666666,38.91747061837448,15.6271553621204,True,False,False,False,38.91747061837448,15.6271553621204,0.0,0.0,61703.033889684964,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_001,0.016666666666666666,36.92714695435767,14.644652550246956,True,False,False,False,36.92714695435767,14.644652550246956,0.0,0.0,58371.442793466274,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_002,0.016666666666666666,37.34143947202584,14.846280991735538,True,False,False,False,37.34143947202584,14.846280991735538,0.0,0.0,59062.157118497125,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_003,0.016666666666666666,38.910886183883584,14.644652550246956,True,False,False,False,38.910886183883584,14.644652550246956,0.0,0.0,60751.92986889739,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_004,0.016666666666666666,36.92714695435767,14.409174042740476,True,False,False,False,36.92714695435767,14.409174042740476,0.0,0.0,58145.383426260065,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_005,0.016666666666666666,37.61605102014031,13.977284952809427,True,False,False,False,37.61605102014031,13.977284952809427,0.0,0.0,58557.45477886543,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_006,0.016666666666666666,38.41320209930803,15.657176390043523,True,False,False,False,38.41320209930803,15.657176390043523,0.0,0.0,61126.73185361142,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_007,0.016666666666666666,38.33981794804758,14.966653626094185,True,False,False,False,38.33981794804758,14.966653626094185,0.0,0.0,60375.76901870752,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_008,0.016666666666666666,38.169688790916595,16.179901217663456,True,False,False,False,38.169688790916595,16.179901217663456,0.0,0.0,61336.33171805683,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_009,0.016666666666666666,37.80649601349475,17.151596655093158,True,False,False,False,37.80649601349475,17.151596655093158,0.0,0.0,61833.32800508314,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_010,0.016666666666666666,38.727663376804806,13.686664384566486,True,False,False,False,38.727663376804806,13.686664384566486,0.0,0.0,59612.3938613496,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_011,0.016666666666666666,39.69396866367722,15.684928358354934,True,False,False,False,39.69396866367722,15.684928358354934,0.0,0.0,62690.293620433404,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.32467676604378,holdout_012,0.016666666666666666,39.118654931728834,15.413012861264612,True,False,False,False,39.118654931728834,15.413012861264612,0.0,0.0,61738.878264888626,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
