model_variant,enforce_joint_budget_in_planning,committed_flexibility_mw,holdout_leaf,probability,grid_need_mw,green_call_mw,feasible,hard_security_failure,solver_unresolved,service_shortfall_failure,grid_curtailment_mw,green_shift_mw,permanent_drop_mw,access_shortfall_mw,scenario_loss,parameter_status,security_certified
correct_shared_budget,True,57.87296733560118,holdout_000,0.016666666666666666,38.83657486789434,11.452863220695388,True,False,False,False,38.83657486789434,11.452863220695388,0.0,0.0,57598.63853334079,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_001,0.016666666666666666,38.788406737902775,18.61269988752506,True,False,False,False,38.788406737902775,18.61269988752506,0.0,0.0,64414.27997750738,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_002,0.016666666666666666,37.931684246217564,11.525213946892267,True,False,False,False,37.931684246217564,11.525213946892267,0.0,0.0,56582.22648447765,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_003,0.016666666666666666,39.118654931728834,11.620206367059513,True,False,False,False,39.118654931728834,11.620206367059513,0.0,0.0,58097.78403045174,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_004,0.016666666666666666,39.55087965373904,13.4965523986503,True,False,False,False,39.55087965373904,13.4965523986503,0.0,0.0,60417.74588719113,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_005,0.016666666666666666,38.72258609214085,18.16103965964106,True,False,False,False,38.72258609214085,18.16103965964106,0.0,0.0,63901.70138382443,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_006,0.016666666666666666,37.56468859289029,13.632167832167832,True,False,False,False,37.56468859289029,13.632167832167832,0.0,0.0,58164.50743034948,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_007,0.016666666666666666,38.2461107477924,13.364311213262262,True,False,False,False,38.2461107477924,13.364311213262262,0.0,0.0,58725.07166208265,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_008,0.016666666666666666,38.74573320363643,16.28890410289012,True,False,False,False,38.74573320363643,16.28890410289012,0.0,0.0,62132.22778313824,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_009,0.016666666666666666,38.90337806225492,12.199339821018139,True,False,False,False,38.90337806225492,12.199339821018139,0.0,0.0,58395.41990288332,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_010,0.016666666666666666,39.13754785312637,15.045523008460073,True,False,False,False,39.13754785312637,15.045523008460073,0.0,0.0,61408.75951187331,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
correct_shared_budget,True,57.87296733560118,holdout_011,0.016666666666666666,38.788406737902775,13.230989290429847,True,False,False,False,38.788406737902775,13.230989290429847,0.0,0.0,59247.83780429598,synthetic_mechanism_only_not_engineering_or_contract_evidence::mw_derived_from_normalized_trace_shape_via_frozen_synthetic_scale_probabilities_are_monte_carlo_sampling_weights_not_empirical_outage_and_not_engineering_or_contract_evidence::synthetic_mechanism_only_not_engineering_or_contract_evidence,False
