timestamp,state_id,kind,element_uid,response_mode,branch_rating,total_generation_mw,maximum_branch_loading_fraction,maximum_branch_rating_violation_mw,outaged_element_output_mw
2020-01-01T00:00:00+00:00,normal,normal,,base,continuous,3510.436050867,0.986111108,0,0
2020-01-01T00:00:00+00:00,branch_A27_immediate,branch,A27,fixed,short_term,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_A27_sustained,branch,A27,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3510.436050867,0.789237494,0,0
2020-01-01T00:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3510.436050867,0.933483129,0,0
2020-01-01T00:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3510.436050867,0.923568143,0,0
2020-01-01T00:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_CB-1_immediate,branch,CB-1,fixed,short_term,3510.436050867,0.903070855,0,0
2020-01-01T00:00:00+00:00,branch_CB-1_sustained,branch,CB-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3510.436050867,0.881397354,0,0
2020-01-01T00:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T01:00:00+00:00,normal,normal,,base,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_A27_immediate,branch,A27,fixed,short_term,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_A27_sustained,branch,A27,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3436.9208227,0.800203922,0,0
2020-01-01T01:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3436.9208227,0.926411395,0,0
2020-01-01T01:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_CB-1_immediate,branch,CB-1,fixed,short_term,3436.9208227,0.934114471,0,0
2020-01-01T01:00:00+00:00,branch_CB-1_sustained,branch,CB-1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3436.9208227,0.847058332,0,0
2020-01-01T01:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T02:00:00+00:00,normal,normal,,base,continuous,3424.318483333,0.976351132,0,0
2020-01-01T02:00:00+00:00,branch_A27_immediate,branch,A27,fixed,short_term,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,branch_A27_sustained,branch,A27,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3424.318483333,0.781329827,0,0
2020-01-01T02:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3424.318483333,0.906137279,0,0
2020-01-01T02:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3424.318483333,0.855528263,0,0
2020-01-01T02:00:00+00:00,branch_CB-1_immediate,branch,CB-1,fixed,short_term,3424.318483333,0.928368844,0,0
2020-01-01T02:00:00+00:00,branch_CB-1_sustained,branch,CB-1,bounded,continuous,3424.318483333,0.87118795,0,0
2020-01-01T02:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3424.318483333,0.871510903,0,0
