timestamp,state_id,branch_uid,flow_mw,rating_mw,loading_fraction
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A1,13.386566046,200,0.06693283
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A10,-7.788297796,200,0.038941489
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A11,27.787343328,220,0.126306106
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A12-1,0,220,0
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A13-2,-204.41801087,220,0.929172777
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A14,-25.630468949,600,0.042717448
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A15,0.580814852,600,0.000968025
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A16,-138.198772662,600,0.230331288
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A17,-111.600129987,600,0.186000217
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A18,39.265004011,625,0.062824006
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A19,-203.094245622,625,0.324950793
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A2,-45.056218479,220,0.204800993
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A20,-7.98083504,625,0.012769336
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A21,-103.038480095,625,0.164861568
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A22,-110.478764221,625,0.176766023
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A23,-270.144715688,625,0.432231545
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A24,206.273084617,625,0.330036935
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A25-1,-210.733862151,625,0.337174179
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A25-2,-210.733862151,625,0.337174179
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A26,167.632789114,625,0.268212463
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A27,-391.387023555,625,0.626219238
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A28,354.953294512,625,0.567925271
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A29,-80.012809269,625,0.128020495
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A3,54.342586623,220,0.247011757
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A30,-311.374214286,625,0.498198743
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A31-1,-97.552297758,625,0.156083676
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A31-2,-97.552297758,625,0.156083676
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A32-1,146.197948591,625,0.233916718
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A32-2,146.197948591,625,0.233916718
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A33-1,124.078205889,625,0.198525129
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A33-2,124.078205889,625,0.198525129
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A34,-427.025785714,625,0.683241257
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A4,0.645175568,220,0.002932616
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A5,39.216155445,220,0.178255252
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A6,60.364794285,220,0.274385429
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A7,-167.632789114,600,0.279387982
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A8,-24.930776931,220,0.113321713
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,A9,29.803497063,220,0.135470441
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,AB1,-70.989965793,220,0.322681663
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,AB2,150.173373567,625,0.240277398
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,AB3,236.639167463,625,0.378622668
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B1,-6.958392376,200,0.034791962
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B10,-42.245471344,200,0.211227357
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B11,-48.362978114,220,0.219831719
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B12-1,-60.9143406,220,0.276883366
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B13-2,-53.609191574,220,0.243678144
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B14,-67.323722449,600,0.112206204
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B15,-90.80865971,600,0.151347766
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B16,-82.455994081,600,0.137426657
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B17,-106.287999381,600,0.177146666
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B18,-62.756236089,625,0.100409978
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B19,-87.023480441,625,0.139237569
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B2,-5.554307597,220,0.025246853
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B20,-20.424636676,625,0.032679419
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B21,-176.672022415,625,0.282675236
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B22,-185.710386366,625,0.297136618
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B23,-162.082822474,625,0.259332516
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B24,-30.537495246,625,0.048859992
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B25-1,-27.10356432,625,0.043365703
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B25-2,-27.10356432,625,0.043365703
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B26,140.169484955,625,0.224271176
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B27,-109.393065128,625,0.175028904
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B28,-59.917635084,625,0.095868216
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B29,137.41441181,625,0.219863059
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B3,10.027086883,220,0.045577668
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B30,-10.168309475,625,0.016269295
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B31-1,4.287719057,625,0.00686035
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B31-2,4.287719057,625,0.00686035
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B32-1,-64.973613697,625,0.103957782
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B32-2,-64.973613697,625,0.103957782
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B33-1,-89.735458491,625,0.143576734
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B33-2,-89.735458491,625,0.143576734
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B34,-45.631690525,625,0.073010705
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B4,5.138487764,220,0.023356763
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B5,10.373448844,220,0.04715204
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B6,-6.017476919,220,0.027352168
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B7,-140.169484955,600,0.233615808
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B8,-23.49239528,220,0.106783615
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,B9,-17.443084686,220,0.079286749
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C1,49.650591599,200,0.248252958
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C10,-39.46802172,200,0.197340109
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C11,-54.808604868,220,0.249130022
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C12-1,-88.686278025,220,0.403119446
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C13-2,-41.100498304,220,0.186820447
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C14,9.594041085,600,0.015990068
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C15,5.478711434,600,0.009131186
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C16,-82.354881766,600,0.137258136
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C17,-86.531029096,600,0.144218382
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C18,1.648513214,625,0.002637621
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C19,-74.409353895,625,0.119054966
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C2,-125.320546527,220,0.569638848
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C20,9.06639491,625,0.014506232
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C21,-90.118712572,625,0.14418994
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C22,-105.479334197,625,0.168766935
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C23,-159.472308651,625,0.255155694
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C24,17.725753674,625,0.028361206
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C25-1,-46.505829944,625,0.074409328
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C25-2,-46.505829944,625,0.074409328
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C26,-63.708715732,625,0.101933945
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C27,-344.224890978,625,0.550759826
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C28,120.631452106,625,0.193010323
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C29,439.998093497,625,0.70399695
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C3,28.315320322,220,0.128706001
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C30,10.877015524,625,0.017403225
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C31-1,8.067322182,625,0.012907715
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C31-2,8.067322182,625,0.012907715
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C32-1,20.634296128,625,0.033014874
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C32-2,20.634296128,625,0.033014874
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C33-1,-7.427709564,625,0.011884335
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C33-2,-7.427709564,625,0.011884335
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C34,-76.877015524,625,0.123003225
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C35,-210.453465897,893,0.235670175
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C4,-13.044626156,220,0.059293755
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C5,20.163740377,220,0.091653365
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C6,174.369569522,220,0.792588952
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C7,63.708715732,600,0.106181193
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,C8,-45.491320238,220,0.206778728
