timestamp,generator_uid,bus,category,dispatch_mode,commitment,startup,shutdown,generation_mw,minimum_mw,maximum_mw,spin_up_mw
2020-01-01T00:00:00+00:00,101_CT_1,101,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,101_CT_2,101,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,101_PV_1,101,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,101_PV_2,101,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,101_PV_3,101,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,101_PV_4,101,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,101_STEAM_3,101,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,101_STEAM_4,101,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,102_CT_1,102,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,102_CT_2,102,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,102_PV_1,102,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,102_PV_2,102,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,102_STEAM_3,102,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,102_STEAM_4,102,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,103_PV_1,103,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,104_PV_1,104,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,107_CC_1,107,Gas CC,committable,false,false,false,0,170,355,0
2020-01-01T00:00:00+00:00,113_CT_1,113,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,113_CT_2,113,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,113_CT_3,113,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,113_CT_4,113,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,113_PV_1,113,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,114_SYNC_COND_1,114,Sync_Cond,disabled,false,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,115_STEAM_1,115,Oil ST,committable,false,false,false,0,5,12,0
2020-01-01T00:00:00+00:00,115_STEAM_2,115,Oil ST,committable,false,false,false,0,5,12,0
2020-01-01T00:00:00+00:00,115_STEAM_3,115,Coal,committable,true,false,false,62,62,155,29.551
2020-01-01T00:00:00+00:00,116_STEAM_1,116,Coal,committable,true,false,false,62,62,155,0
2020-01-01T00:00:00+00:00,118_CC_1,118,Gas CC,committable,false,false,false,0,170,355,0
2020-01-01T00:00:00+00:00,118_RTPV_1,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_10,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_2,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_3,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_4,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_5,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_6,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_7,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_8,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,118_RTPV_9,118,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,119_PV_1,119,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,121_NUCLEAR_1,121,Nuclear,committable,true,false,false,400,396,400,0
2020-01-01T00:00:00+00:00,122_HYDRO_1,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_HYDRO_2,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_HYDRO_3,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_HYDRO_4,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_HYDRO_5,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_HYDRO_6,122,Hydro,fixed,true,false,false,4.2,4.2,4.2,0
2020-01-01T00:00:00+00:00,122_WIND_1,122,Wind,curtailable,true,false,false,713.2,0,713.2,-0
2020-01-01T00:00:00+00:00,123_CT_1,123,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,123_CT_4,123,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,123_CT_5,123,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,123_STEAM_2,123,Coal,committable,true,false,false,62,62,155,0
2020-01-01T00:00:00+00:00,123_STEAM_3,123,Coal,committable,true,false,false,140,140,350,0
2020-01-01T00:00:00+00:00,201_CT_1,201,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,201_CT_2,201,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,201_HYDRO_4,201,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,201_STEAM_3,201,Coal,committable,true,false,false,30,30,76,20
2020-01-01T00:00:00+00:00,202_CT_1,202,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,202_CT_2,202,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,202_STEAM_3,202,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,202_STEAM_4,202,Coal,committable,true,false,false,30,30,76,0
2020-01-01T00:00:00+00:00,207_CT_1,207,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,207_CT_2,207,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,212_CSP_1,212,CSP,disabled,false,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,213_CC_3,213,Gas CC,committable,false,false,false,0,170,355,0
2020-01-01T00:00:00+00:00,213_CT_1,213,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,213_CT_2,213,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,213_RTPV_1,213,Solar RTPV,fixed,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,214_SYNC_COND_1,214,Sync_Cond,disabled,false,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,215_CT_4,215,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,215_CT_5,215,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,215_HYDRO_1,215,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,215_HYDRO_2,215,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,215_HYDRO_3,215,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,215_PV_1,215,Solar PV,curtailable,true,false,false,0,0,0,0
2020-01-01T00:00:00+00:00,216_STEAM_1,216,Coal,committable,true,false,false,62,62,155,0
2020-01-01T00:00:00+00:00,218_CC_1,218,Gas CC,committable,false,false,false,0,170,355,0
2020-01-01T00:00:00+00:00,221_CC_1,221,Gas CC,committable,false,false,false,0,170,355,0
2020-01-01T00:00:00+00:00,222_HYDRO_1,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,222_HYDRO_2,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,222_HYDRO_3,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,222_HYDRO_4,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,222_HYDRO_5,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,222_HYDRO_6,222,Hydro,fixed,true,false,false,9.3,9.3,9.3,0
2020-01-01T00:00:00+00:00,223_CT_4,223,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,223_CT_5,223,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,223_CT_6,223,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,223_STEAM_1,223,Coal,committable,true,false,false,62,62,155,13.08
2020-01-01T00:00:00+00:00,223_STEAM_2,223,Coal,committable,true,false,false,62,62,155,0
2020-01-01T00:00:00+00:00,223_STEAM_3,223,Coal,committable,true,false,false,140,140,350,0
2020-01-01T00:00:00+00:00,301_CT_1,301,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,301_CT_2,301,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,301_CT_3,301,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,301_CT_4,301,Gas CT,committable,false,false,false,0,22,55,0
2020-01-01T00:00:00+00:00,302_CT_1,302,Oil CT,committable,false,false,false,0,8,20,0
2020-01-01T00:00:00+00:00,302_CT_2,302,Oil CT,committable,false,false,false,0,8,20,0
