timestamp,state_id,kind,element_uid,response_mode,branch_rating,total_generation_mw,maximum_branch_loading_fraction,maximum_branch_rating_violation_mw,outaged_element_output_mw
2020-01-01T00:00:00+00:00,normal,normal,,base,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3510.436050867,0.929172777,0,0
2020-01-01T00:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3510.436050867,0.799605836,0,0
2020-01-01T00:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3510.436050867,0.907421737,0,0
2020-01-01T00:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3510.436050867,0.864026366,0,0
2020-01-01T00:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3510.436050867,0.9397732,0,0
2020-01-01T00:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3510.436050867,1,0,0
2020-01-01T00:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3510.436050867,1,0,0
2020-01-01T01:00:00+00:00,normal,normal,,base,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3436.9208227,0.895620957,0,0
2020-01-01T01:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3436.9208227,0.79985833,0,0
2020-01-01T01:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3436.9208227,0.926411395,0,0
2020-01-01T01:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3436.9208227,0.827069666,0,0
2020-01-01T01:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T01:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3436.9208227,0.894636785,0,0
2020-01-01T01:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3436.9208227,0.897833324,0,0
2020-01-01T01:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3436.9208227,1,0,0
2020-01-01T02:00:00+00:00,normal,normal,,base,continuous,3424.318483333,0.9477611,0,0
2020-01-01T02:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3424.318483333,0.939010168,0,0
2020-01-01T02:00:00+00:00,branch_A12-1_sustained,branch,A12-1,bounded,continuous,3424.318483333,0.949827018,0,0
2020-01-01T02:00:00+00:00,branch_B22_immediate,branch,B22,fixed,short_term,3424.318483333,0.757947065,0,0
2020-01-01T02:00:00+00:00,branch_B22_sustained,branch,B22,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,branch_C6_immediate,branch,C6,fixed,short_term,3424.318483333,0.885784237,0,0
2020-01-01T02:00:00+00:00,branch_C6_sustained,branch,C6,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,branch_CA-1_immediate,branch,CA-1,fixed,short_term,3424.318483333,0.815084634,0,0
2020-01-01T02:00:00+00:00,branch_CA-1_sustained,branch,CA-1,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,generator_121_NUCLEAR_1_sustained,generator,121_NUCLEAR_1,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,generator_213_CC_3_sustained,generator,213_CC_3,bounded,continuous,3424.318483333,1,0,0
2020-01-01T02:00:00+00:00,generator_313_CC_1_sustained,generator,313_CC_1,bounded,continuous,3424.318483333,1,0,0
2020-01-01T03:00:00+00:00,normal,normal,,base,continuous,3437.369154333,0.985109551,0,0
2020-01-01T03:00:00+00:00,branch_A12-1_immediate,branch,A12-1,fixed,short_term,3437.369154333,0.920800736,0,0
