timestamp,state_id,branch_uid,flow_mw,rating_mw,loading_fraction
2020-01-01T00:00:00+00:00,branch_A11_immediate,A1,53.939688166,200,0.269698441
2020-01-01T00:00:00+00:00,branch_A11_immediate,A10,-4.890791172,200,0.024453956
2020-01-01T00:00:00+00:00,branch_A11_immediate,A11,0,220,0
2020-01-01T00:00:00+00:00,branch_A11_immediate,A12-1,-34.398779161,220,0.156358087
2020-01-01T00:00:00+00:00,branch_A11_immediate,A13-2,-24.702408371,220,0.112283674
2020-01-01T00:00:00+00:00,branch_A11_immediate,A14,-22.838389574,600,0.038063983
2020-01-01T00:00:00+00:00,branch_A11_immediate,A15,1.024061123,600,0.001706769
2020-01-01T00:00:00+00:00,branch_A11_immediate,A16,-41.940870823,600,0.069901451
2020-01-01T00:00:00+00:00,branch_A11_immediate,A17,-17.725773072,600,0.029542955
2020-01-01T00:00:00+00:00,branch_A11_immediate,A18,84.16526122,625,0.134664418
2020-01-01T00:00:00+00:00,branch_A11_immediate,A19,-148.944521617,625,0.238311235
2020-01-01T00:00:00+00:00,branch_A11_immediate,A2,-1.128490228,220,0.005129501
2020-01-01T00:00:00+00:00,branch_A11_immediate,A20,41.153193839,625,0.06584511
2020-01-01T00:00:00+00:00,branch_A11_immediate,A21,-57.854905788,625,0.092567849
2020-01-01T00:00:00+00:00,branch_A11_immediate,A22,-87.210105353,625,0.139536169
2020-01-01T00:00:00+00:00,branch_A11_immediate,A23,-215.994991683,625,0.345591987
2020-01-01T00:00:00+00:00,branch_A11_immediate,A24,187.194291864,625,0.299510867
2020-01-01T00:00:00+00:00,branch_A11_immediate,A25-1,-179.219846305,625,0.286751754
2020-01-01T00:00:00+00:00,branch_A11_immediate,A25-2,-179.219846305,625,0.286751754
2020-01-01T00:00:00+00:00,branch_A11_immediate,A26,123.683550174,625,0.19789368
2020-01-01T00:00:00+00:00,branch_A11_immediate,A27,-332.435787545,625,0.53189726
2020-01-01T00:00:00+00:00,branch_A11_immediate,A28,331.072989754,625,0.529716784
2020-01-01T00:00:00+00:00,branch_A11_immediate,A29,-67.57599012,625,0.108121584
2020-01-01T00:00:00+00:00,branch_A11_immediate,A3,61.861736252,220,0.28118971
2020-01-01T00:00:00+00:00,branch_A11_immediate,A30,-264.859797425,625,0.423775676
2020-01-01T00:00:00+00:00,branch_A11_immediate,A31-1,-91.333888183,625,0.146134221
2020-01-01T00:00:00+00:00,branch_A11_immediate,A31-2,-91.333888183,625,0.146134221
2020-01-01T00:00:00+00:00,branch_A11_immediate,A32-1,134.257796213,625,0.214812474
2020-01-01T00:00:00+00:00,branch_A11_immediate,A32-2,134.257796213,625,0.214812474
2020-01-01T00:00:00+00:00,branch_A11_immediate,A33-1,112.138053511,625,0.179420886
2020-01-01T00:00:00+00:00,branch_A11_immediate,A33-2,112.138053511,625,0.179420886
2020-01-01T00:00:00+00:00,branch_A11_immediate,A34,-360.140202575,625,0.576224324
2020-01-01T00:00:00+00:00,branch_A11_immediate,A4,38.300791063,220,0.174094505
2020-01-01T00:00:00+00:00,branch_A11_immediate,A5,42.11366207,220,0.191425737
2020-01-01T00:00:00+00:00,branch_A11_immediate,A6,60.343283597,220,0.274287653
2020-01-01T00:00:00+00:00,branch_A11_immediate,A7,-123.683550174,600,0.20613925
2020-01-01T00:00:00+00:00,branch_A11_immediate,A8,12.724838564,220,0.057840175
2020-01-01T00:00:00+00:00,branch_A11_immediate,A9,37.322646692,220,0.169648394
2020-01-01T00:00:00+00:00,branch_A11_immediate,AB1,-43.202622465,220,0.196375557
2020-01-01T00:00:00+00:00,branch_A11_immediate,AB2,220.939000785,625,0.353502401
2020-01-01T00:00:00+00:00,branch_A11_immediate,AB3,281.21109588,625,0.449937753
2020-01-01T00:00:00+00:00,branch_A11_immediate,B1,-2.555084462,200,0.012775422
2020-01-01T00:00:00+00:00,branch_A11_immediate,B10,-39.211977546,200,0.196059888
2020-01-01T00:00:00+00:00,branch_A11_immediate,B11,-48.362978114,220,0.219831719
2020-01-01T00:00:00+00:00,branch_A11_immediate,B12-1,-62.281149297,220,0.283096133
2020-01-01T00:00:00+00:00,branch_A11_immediate,B13-2,-52.242382877,220,0.237465377
2020-01-01T00:00:00+00:00,branch_A11_immediate,B14,-62.622542183,600,0.104370904
2020-01-01T00:00:00+00:00,branch_A11_immediate,B15,-76.024393547,600,0.126707323
2020-01-01T00:00:00+00:00,branch_A11_immediate,B16,-82.975590066,600,0.13829265
2020-01-01T00:00:00+00:00,branch_A11_immediate,B17,-96.575498347,600,0.160959164
2020-01-01T00:00:00+00:00,branch_A11_immediate,B18,-42.089366878,625,0.067342987
2020-01-01T00:00:00+00:00,branch_A11_immediate,B19,-103.50876537,625,0.165614025
2020-01-01T00:00:00+00:00,branch_A11_immediate,B2,-14.750218065,220,0.067046446
2020-01-01T00:00:00+00:00,branch_A11_immediate,B20,-17.932529793,625,0.028692048
2020-01-01T00:00:00+00:00,branch_A11_immediate,B21,-154.667362101,625,0.247467779
2020-01-01T00:00:00+00:00,branch_A11_immediate,B22,-162.551410273,625,0.260082256
