timestamp,system_load_mw,renewable_available_mw,renewable_share,dc_demand_mw,hourly_cfe_target,attributed_cfe_mw,cfe_deficit_mw,green_call_mw,green_call_fraction
2020-01-01T00:00:00,3337.3318842000003,2316.1,0.6939975047028317,250.0,1.0,173.49937617570794,76.50062382429206,76.50062382429206,0.3060024952971683
2020-01-01T01:00:00,3261.0458227,2480.2,0.7605535570016938,250.0,1.0,190.13838925042344,59.861610749576556,59.861610749576556,0.23944644299830622
2020-01-01T02:00:00,3247.17265,2278.4,0.7016565626715291,250.0,1.0,175.41414066788226,74.58585933211774,74.58585933211774,0.29834343732847096
2020-01-01T03:00:00,3264.598321,2223.3,0.6810332486230548,250.0,1.0,170.2583121557637,79.74168784423631,79.74168784423631,0.31896675137694525
2020-01-01T04:00:00,3402.8584330000003,2161.2,0.6351131093322211,250.0,1.0,158.77827733305529,91.22172266694471,91.22172266694471,0.36488689066777885
2020-01-01T05:00:00,3672.211107,2081.7,0.5668791742478654,250.0,1.0,141.71979356196636,108.28020643803364,108.28020643803364,0.43312082575213456
2020-01-01T06:00:00,3948.5057189999998,1860.1,0.47108960512562953,250.0,1.0,117.77240128140738,132.22759871859262,132.22759871859262,0.5289103948743704
2020-01-01T07:00:00,3986.759406,2464.5,0.6181712385981889,250.0,1.0,154.54280964954722,95.45719035045278,95.45719035045278,0.3818287614018111
2020-01-01T08:00:00,4002.672232,2774.3,0.693111961009552,250.0,1.0,173.27799025238798,76.72200974761202,76.72200974761202,0.3068880389904481
2020-01-01T09:00:00,4032.336286,2775.6,0.6883354470302232,250.0,1.0,172.0838617575558,77.91613824244419,77.91613824244419,0.31166455296977674
2020-01-01T10:00:00,4023.089346,2606.1,0.6477857625983731,250.0,1.0,161.94644064959326,88.05355935040674,88.05355935040674,0.352214237401627
2020-01-01T11:00:00,4014.0278829999997,2446.8,0.6095622829035541,250.0,1.0,152.39057072588852,97.60942927411148,97.60942927411148,0.3904377170964459
2020-01-01T12:00:00,3980.7970659999996,2374.7,0.5965388239160243,250.0,1.0,149.13470597900607,100.86529402099393,100.86529402099393,0.4034611760839757
2020-01-01T13:00:00,3958.54615,2216.3,0.5598772670617974,250.0,1.0,139.96931676544935,110.03068323455065,110.03068323455065,0.4401227329382026
2020-01-01T14:00:00,3929.231137,1774.6,0.45164052154868173,250.0,1.0,112.91013038717043,137.08986961282957,137.08986961282957,0.5483594784513183
2020-01-01T15:00:00,3912.80087,1291.0,0.32994267863163707,250.0,1.0,82.48566965790927,167.51433034209072,167.51433034209072,0.6700573213683628
2020-01-01T16:00:00,4057.433272,467.5,0.11522062561722887,250.0,1.0,28.80515640430722,221.1948435956928,221.1948435956928,0.8847793743827711
2020-01-01T17:00:00,4578.057226,1008.4,0.22026810723837814,250.0,1.0,55.06702680959454,194.93297319040545,194.93297319040545,0.7797318927616218
2020-01-01T18:00:00,4554.393766,1041.9,0.22876809813374405,250.0,1.0,57.19202453343601,192.807975466564,192.807975466564,0.7712319018662559
2020-01-01T19:00:00,4449.398154,1292.9,0.2905786255243724,250.0,1.0,72.6446563810931,177.3553436189069,177.3553436189069,0.7094213744756276
2020-01-01T20:00:00,4291.819143,1527.1,0.35581648459971,250.0,1.0,88.9541211499275,161.04587885007248,161.04587885007248,0.64418351540029
2020-01-01T21:00:00,4016.216875,1694.6000000000001,0.42193936551297423,250.0,1.0,105.48484137824356,144.51515862175643,144.51515862175643,0.5780606344870257
2020-01-01T22:00:00,3707.1155870000002,1832.0,0.4941847528100828,250.0,1.0,123.5461882025207,126.4538117974793,126.4538117974793,0.5058152471899172
